age,income,credit_score,debt_amount,monthly_expenses,employment_years,loan_amount,existing_credits,interest_rate,payment_history,default
32.0,46645.55,654.0,25105.95,10000.0,4.0,34209.73,2.0,13.48,72.11,1.0
29.0,20000.0,738.0,17817.44,4773.8,4.0,26079.87,3.0,15.18,89.26,1.0
43.0,51112.52,541.0,43179.16,10000.0,1.4,31433.88,0.0,6.67,86.13,1.0
53.0,21705.35,542.0,2164.61,7437.14,1.1,45337.28,6.0,10.39,,1.0
33.0,20779.82,749.0,22661.53,8453.21,2.3,35017.83,5.0,15.35,100.0,1.0
43.0,30336.77,544.0,18798.02,8941.14,0.8,20428.49,0.0,13.03,79.27,1.0
28.0,36915.93,589.0,21543.99,10000.0,4.9,40352.49,0.0,6.46,66.06,1.0
22.0,20000.0,598.0,23748.43,7266.37,0.8,19960.43,5.0,12.62,81.04,0.0
36.0,25314.46,664.0,16799.8,8436.1,10.7,43404.61,4.0,8.1,92.45,0.0
58.0,54485.96,558.0,37281.66,10000.0,0.7,20824.97,4.0,15.05,84.07,1.0
24.0,47845.78,677.0,30860.44,10000.0,5.7,41695.9,3.0,11.31,79.35,0.0
39.0,,691.0,33580.86,7159.02,6.2,26659.23,6.0,13.69,64.71,0.0
35.0,35890.36,636.0,28379.62,10000.0,1.8,38260.47,5.0,10.69,55.9,0.0
48.0,87098.24,761.0,5616.06,10000.0,1.2,32634.87,2.0,12.88,76.48,0.0
30.0,24541.41,,11257.12,8504.87,1.9,22842.4,3.0,14.05,100.0,1.0
45.0,27172.84,669.0,32495.28,7184.63,2.2,37426.82,0.0,13.45,61.44,0.0
40.0,56082.44,721.0,13550.71,10000.0,4.0,27906.86,3.0,15.22,100.0,1.0
48.0,24514.18,540.0,29557.28,5705.71,1.6,44532.61,1.0,7.98,90.39,1.0
30.0,26824.46,788.0,54887.73,7968.01,1.2,38595.88,0.0,10.84,79.32,0.0
31.0,36779.44,496.0,24792.43,8818.47,1.2,44436.32,1.0,8.23,92.2,1.0
44.0,31587.56,628.0,36855.58,7639.98,3.5,39681.85,4.0,11.01,70.82,1.0
54.0,21108.37,584.0,69236.42,4883.07,0.5,16775.42,1.0,13.45,88.21,1.0
43.0,47783.8,630.0,23118.19,10000.0,2.2,7807.0,2.0,11.31,67.23,0.0
36.0,39640.46,850.0,30512.22,10000.0,5.0,34826.88,1.0,13.26,89.1,1.0
28.0,101546.47,560.0,32104.48,10000.0,3.5,20813.13,3.0,10.75,75.57,0.0
40.0,59154.52,723.0,6314.24,10000.0,1.0,17414.95,4.0,11.35,75.37,1.0
33.0,122193.15,685.0,4335.74,10000.0,5.6,,5.0,7.24,51.8,0.0
46.0,92547.99,681.0,11975.61,10000.0,0.1,30033.76,3.0,12.98,93.86,0.0
43.0,21873.96,657.0,11118.63,7859.73,0.8,25918.99,6.0,9.01,89.77,1.0
22.0,55783.06,631.0,25573.57,10000.0,1.5,29497.95,3.0,19.86,63.32,1.0
61.0,75515.15,730.0,29209.55,10000.0,2.9,33891.59,1.0,11.84,98.35,0.0
37.0,62832.93,600.0,5211.29,10000.0,0.9,29364.75,6.0,15.71,73.14,1.0
18.0,35546.19,655.0,37726.46,10000.0,1.1,32112.84,2.0,15.6,72.62,1.0
25.0,20000.0,700.0,15469.56,8750.25,1.1,28154.75,0.0,10.19,46.92,0.0
26.0,56870.56,752.0,34772.83,10000.0,1.6,29934.79,0.0,13.8,90.03,0.0
57.0,25157.54,657.0,31859.21,10000.0,4.0,37890.57,1.0,12.25,100.0,0.0
48.0,44572.9,581.0,46050.55,10000.0,1.3,25205.07,2.0,12.89,86.95,1.0
52.0,40080.54,675.0,50499.36,10000.0,2.4,39413.11,6.0,8.9,85.97,1.0
32.0,,633.0,12285.49,10000.0,0.7,22152.38,7.0,10.89,58.92,0.0
58.0,36600.21,722.0,11383.66,7688.33,3.3,40305.81,0.0,10.03,92.82,1.0
46.0,21036.89,721.0,27577.59,8187.75,0.6,21049.3,4.0,13.79,65.77,1.0
25.0,45780.03,541.0,37722.61,10000.0,3.5,36256.31,2.0,9.91,88.73,0.0
18.0,41366.27,607.0,9871.68,10000.0,2.8,14351.97,4.0,12.29,76.05,1.0
48.0,50999.51,626.0,20058.28,10000.0,2.8,33161.56,7.0,13.41,56.97,0.0
37.0,53018.4,699.0,9749.75,10000.0,1.9,28655.03,5.0,13.0,100.0,0.0
55.0,62372.73,545.0,,10000.0,2.9,40909.8,7.0,18.04,95.36,1.0
40.0,41136.63,734.0,27173.32,10000.0,1.4,45634.13,7.0,9.54,100.0,1.0
18.0,46626.86,538.0,30514.74,10000.0,3.7,38852.31,0.0,10.22,81.85,1.0
57.0,96478.81,610.0,9116.39,10000.0,14.2,30036.96,5.0,15.03,100.0,1.0
60.0,25053.23,611.0,43463.12,7593.05,3.5,21201.86,3.0,17.96,72.04,1.0
50.0,30712.69,677.0,48312.41,10000.0,3.0,34632.89,0.0,12.13,88.37,1.0
26.0,20000.0,626.0,28619.83,7596.7,2.9,27955.29,5.0,17.27,100.0,1.0
34.0,28770.25,638.0,23890.79,10000.0,2.4,22417.18,6.0,8.61,89.34,0.0
32.0,49749.95,586.0,38430.33,10000.0,2.6,38203.44,4.0,11.9,86.82,1.0
31.0,28051.16,634.0,21912.11,10000.0,1.7,14513.82,5.0,10.53,75.73,0.0
45.0,31949.45,631.0,24073.54,7596.86,4.8,23502.35,1.0,8.39,64.37,1.0
24.0,28464.09,622.0,13450.06,10000.0,1.3,31814.27,4.0,13.79,71.64,1.0
29.0,29540.02,576.0,24528.41,10000.0,3.5,12141.34,7.0,10.92,84.52,0.0
27.0,39811.75,850.0,30247.0,10000.0,1.8,12237.54,0.0,11.76,67.5,1.0
32.0,57394.01,606.0,23248.51,10000.0,11.4,26787.57,2.0,17.5,92.21,1.0
18.0,46213.78,679.0,30906.96,10000.0,1.5,38451.58,3.0,11.85,58.92,1.0
39.0,35376.31,786.0,43703.38,10000.0,5.2,26334.93,3.0,6.89,66.13,1.0
36.0,79335.77,628.0,21349.24,10000.0,13.4,46259.59,,18.66,77.61,0.0
25.0,42100.39,529.0,47154.02,10000.0,2.5,19026.97,5.0,10.23,67.44,0.0
50.0,26797.46,607.0,16775.97,10000.0,0.7,32205.41,0.0,15.65,72.3,0.0
42.0,25362.84,632.0,,5791.14,1.2,34838.77,1.0,8.69,90.22,1.0
29.0,44547.16,625.0,12421.21,10000.0,3.4,42289.81,1.0,10.09,86.88,1.0
29.0,20000.0,603.0,24534.12,9641.14,0.8,23322.2,3.0,12.88,77.19,1.0
45.0,20000.0,480.0,15897.02,9703.57,0.1,25002.7,0.0,10.42,100.0,0.0
18.0,29956.13,681.0,27118.86,10000.0,4.3,32153.97,3.0,13.52,100.0,0.0
43.0,20000.0,788.0,20688.29,9433.67,1.9,25757.64,1.0,10.29,84.94,1.0
26.0,20000.0,710.0,18757.08,9786.01,1.3,42571.49,5.0,10.39,85.38,1.0
62.0,25198.05,711.0,35282.62,10000.0,1.7,36686.55,4.0,12.29,99.44,0.0
39.0,25351.26,710.0,22079.54,7830.89,2.2,32522.4,5.0,11.65,83.22,0.0
34.0,79942.19,729.0,38037.32,10000.0,0.8,39553.01,3.0,14.63,100.0,0.0
35.0,26849.69,632.0,407.74,7370.16,5.4,25335.05,5.0,13.92,77.14,0.0
18.0,42703.17,558.0,26278.14,10000.0,1.7,13695.27,7.0,15.62,91.66,1.0
60.0,45859.4,772.0,10766.25,10000.0,5.1,27634.45,7.0,15.41,63.41,0.0
27.0,24046.46,601.0,17065.33,5122.41,6.8,27411.46,0.0,13.06,71.44,1.0
39.0,20000.0,672.0,3683.82,8151.73,0.5,49872.76,3.0,14.73,81.59,1.0
42.0,68312.86,582.0,33152.19,10000.0,2.6,42723.54,7.0,14.2,84.33,1.0
41.0,,573.0,23159.37,6097.86,0.6,54116.77,5.0,16.55,89.03,1.0
40.0,37647.37,633.0,10721.22,10000.0,2.6,17582.39,7.0,13.0,77.67,1.0
62.0,20000.0,581.0,18795.92,4798.26,3.5,16645.18,1.0,13.46,56.79,1.0
55.0,62401.56,612.0,23595.46,10000.0,0.6,16028.82,7.0,10.25,95.58,1.0
46.0,20000.0,423.0,18232.62,4867.12,6.6,25368.39,0.0,10.77,97.31,0.0
45.0,20000.0,619.0,27856.36,7750.54,1.2,30344.41,2.0,4.54,70.13,0.0
45.0,45558.58,571.0,25884.76,10000.0,1.4,31704.64,6.0,9.11,76.9,0.0
42.0,49271.84,663.0,16202.03,10000.0,4.1,9500.59,3.0,15.48,74.96,1.0
31.0,44924.79,746.0,4424.89,10000.0,1.5,22162.46,3.0,17.2,67.15,1.0
35.0,27507.85,666.0,6967.76,10000.0,2.7,26671.4,4.0,11.72,72.06,1.0
40.0,20000.0,676.0,51324.0,7555.42,2.5,36927.23,1.0,8.19,100.0,0.0
61.0,40181.6,781.0,14004.51,10000.0,4.3,35530.4,6.0,12.7,76.27,1.0
26.0,66188.75,661.0,4506.05,10000.0,1.7,33099.99,1.0,11.83,98.28,1.0
,20000.0,661.0,2269.69,6944.24,1.8,34196.1,0.0,9.41,99.19,0.0
46.0,61136.38,697.0,23057.24,10000.0,1.0,38555.56,5.0,16.95,96.06,0.0
46.0,25215.11,679.0,5602.88,9800.56,3.1,11301.84,4.0,8.51,75.75,0.0
43.0,31243.61,553.0,30834.68,10000.0,1.6,22442.08,7.0,15.15,100.0,1.0
35.0,28515.96,601.0,32368.11,10000.0,1.7,37396.53,0.0,6.27,99.77,1.0
39.0,37659.49,617.0,23661.49,9242.5,0.4,44949.38,3.0,12.12,86.65,1.0
36.0,58441.11,568.0,32102.08,10000.0,4.7,8727.73,3.0,11.7,70.96,1.0
31.0,45077.18,688.0,14385.61,10000.0,1.8,21033.58,3.0,14.53,74.46,1.0
20.0,,620.0,9421.84,9023.28,0.6,31094.08,7.0,15.99,84.7,0.0
31.0,26815.85,686.0,18113.65,9781.85,0.6,12481.71,7.0,10.83,82.37,1.0
47.0,34602.74,617.0,10813.81,10000.0,0.5,37760.28,4.0,8.99,68.71,1.0
46.0,20000.0,610.0,39629.69,6049.74,5.3,35221.43,4.0,8.69,75.04,1.0
50.0,24585.21,756.0,7048.17,8856.29,4.9,48296.2,4.0,10.77,90.68,0.0
18.0,113643.99,601.0,1974.4,10000.0,4.1,11168.5,2.0,10.88,86.56,0.0
55.0,39838.45,684.0,28334.35,8752.24,0.8,23230.05,7.0,9.68,92.45,0.0
25.0,56965.4,686.0,42752.41,10000.0,10.6,45232.39,2.0,14.21,100.0,1.0
48.0,20000.0,608.0,13970.45,9702.62,0.7,37574.95,3.0,16.11,90.43,0.0
54.0,41851.19,571.0,12297.24,10000.0,4.4,29609.8,6.0,10.75,49.61,1.0
42.0,21259.81,803.0,5793.17,9269.12,5.5,17450.77,5.0,12.55,94.07,1.0
52.0,36543.17,850.0,28.99,10000.0,1.7,37719.2,3.0,13.32,69.0,0.0
43.0,40720.96,501.0,34048.71,10000.0,3.8,40581.18,2.0,13.1,82.22,1.0
57.0,23376.02,593.0,42801.02,10000.0,1.6,30460.03,7.0,9.29,97.59,1.0
35.0,50650.7,805.0,11825.15,10000.0,2.5,36464.9,6.0,11.35,66.91,0.0
56.0,56427.04,708.0,11255.89,10000.0,6.4,31342.96,0.0,12.24,88.31,1.0
50.0,23603.46,652.0,7285.75,10000.0,0.4,45034.2,2.0,11.01,76.82,0.0
18.0,26532.7,627.0,46277.97,8877.92,7.2,33380.23,5.0,8.38,63.87,1.0
53.0,83968.46,574.0,7699.74,10000.0,2.8,20620.74,2.0,12.65,64.61,0.0
44.0,62969.81,735.0,32980.09,10000.0,11.6,29996.86,3.0,8.45,,0.0
44.0,103055.56,569.0,19578.06,10000.0,1.9,20176.96,2.0,15.37,100.0,1.0
43.0,40057.28,578.0,1765.59,9697.86,6.0,34751.68,6.0,11.99,71.16,1.0
21.0,21034.48,717.0,38706.57,7696.16,9.8,35740.71,2.0,16.2,59.87,1.0
61.0,20000.0,638.0,32541.77,4362.04,4.1,27573.19,3.0,8.92,98.45,1.0
59.0,22418.62,780.0,20734.23,10000.0,3.9,28630.05,7.0,10.44,74.89,0.0
38.0,44988.33,656.0,16092.83,10000.0,2.2,8712.66,7.0,13.37,65.3,0.0
23.0,20400.89,515.0,1908.39,4417.67,1.0,49532.59,4.0,10.42,82.67,0.0
25.0,44366.53,660.0,23838.35,10000.0,8.5,48071.97,5.0,6.95,64.64,0.0
31.0,31574.18,573.0,32589.48,10000.0,17.4,41905.49,7.0,12.64,95.4,1.0
40.0,63129.93,605.0,12756.74,10000.0,4.7,31390.6,3.0,7.27,67.96,1.0
23.0,34996.86,644.0,54588.13,10000.0,3.3,44891.13,6.0,18.81,73.93,0.0
38.0,46430.63,696.0,27932.23,10000.0,3.1,4677.54,6.0,14.05,81.89,1.0
35.0,32492.43,814.0,14875.99,8154.87,14.7,21679.39,0.0,10.35,77.79,0.0
33.0,55291.1,667.0,5610.62,10000.0,1.1,29227.79,5.0,13.28,86.27,1.0
56.0,20000.0,735.0,28788.53,5120.66,3.1,41013.23,6.0,13.4,100.0,0.0
50.0,47151.7,642.0,59086.52,10000.0,3.5,17236.96,2.0,8.14,84.39,0.0
59.0,39056.34,601.0,27114.74,10000.0,4.0,18589.91,1.0,11.67,67.93,1.0
24.0,29916.04,617.0,17835.32,6550.7,1.8,24393.92,5.0,3.21,100.0,1.0
25.0,62591.5,620.0,25282.29,10000.0,10.9,48972.89,2.0,12.47,95.35,1.0
41.0,39641.96,543.0,18822.65,10000.0,1.3,27813.47,4.0,11.73,78.79,1.0
24.0,37276.91,,14244.76,10000.0,5.3,8943.53,6.0,15.46,100.0,1.0
39.0,31222.98,442.0,19580.34,10000.0,0.7,24847.82,0.0,16.59,89.97,1.0
37.0,22873.13,522.0,20094.74,10000.0,3.3,24646.83,0.0,,100.0,0.0
35.0,54597.89,646.0,22252.74,10000.0,6.5,23726.87,0.0,12.14,80.77,0.0
39.0,28257.32,540.0,29844.62,7399.52,3.3,24664.0,6.0,15.66,66.85,1.0
45.0,85478.5,510.0,31521.55,10000.0,0.9,34243.94,5.0,15.84,46.75,1.0
59.0,46694.07,451.0,10515.03,10000.0,1.1,18261.2,,11.41,100.0,0.0
62.0,20000.0,566.0,47461.48,6649.83,1.8,17609.47,3.0,18.29,100.0,0.0
38.0,50994.52,585.0,24264.56,10000.0,2.8,44510.01,7.0,14.64,63.84,0.0
57.0,72276.06,675.0,35305.99,10000.0,0.7,29641.74,6.0,10.41,56.48,0.0
39.0,43189.6,850.0,2601.17,10000.0,3.8,31230.78,7.0,11.66,60.51,0.0
54.0,40798.21,589.0,7848.83,10000.0,5.2,30516.61,0.0,12.69,96.11,1.0
55.0,40626.26,722.0,20537.77,10000.0,2.8,31940.52,7.0,8.19,,0.0
27.0,23957.16,599.0,12769.37,6184.41,16.7,43313.39,5.0,17.76,61.66,0.0
28.0,37632.63,547.0,14564.58,10000.0,6.9,26037.7,1.0,15.21,89.06,1.0
53.0,114900.22,532.0,43888.5,10000.0,0.8,40071.33,3.0,13.01,76.59,1.0
40.0,24053.41,592.0,55747.18,10000.0,4.4,22091.01,0.0,9.66,96.23,
41.0,20000.0,617.0,25510.41,8393.12,1.7,33958.2,4.0,14.08,91.02,1.0
50.0,22183.37,627.0,42921.44,6492.42,0.5,33514.8,0.0,6.07,80.7,1.0
49.0,93796.56,574.0,12485.15,10000.0,0.4,23672.45,6.0,13.79,70.49,0.0
43.0,32273.93,710.0,31323.19,10000.0,1.4,33700.61,3.0,11.63,86.87,0.0
39.0,28325.96,635.0,10150.63,9828.09,0.9,18859.54,3.0,12.78,83.19,0.0
46.0,53714.43,616.0,31120.79,10000.0,3.1,21743.46,7.0,,85.46,0.0
66.0,36446.08,483.0,27407.34,10000.0,1.4,22719.23,4.0,13.12,84.69,1.0
47.0,65931.23,549.0,35970.7,10000.0,1.7,33386.87,0.0,15.09,93.08,1.0
40.0,20506.36,716.0,24029.67,9809.28,2.2,28497.57,6.0,15.58,78.74,1.0
54.0,20748.45,619.0,27680.42,8315.0,3.7,21494.65,3.0,19.46,83.97,1.0
50.0,68713.12,638.0,33000.39,10000.0,6.8,40573.68,6.0,14.62,75.27,1.0
37.0,27285.94,677.0,38996.92,,5.8,44526.17,2.0,9.25,67.45,1.0
56.0,33854.0,675.0,17131.49,10000.0,3.1,30394.47,6.0,7.69,60.26,1.0
38.0,41793.86,479.0,,10000.0,40.0,53079.16,6.0,11.46,78.4,1.0
18.0,59742.01,786.0,429.56,,1.1,35827.38,3.0,13.49,96.05,0.0
30.0,20000.0,465.0,37870.21,7533.81,0.3,31450.64,6.0,14.38,78.17,1.0
23.0,28884.95,637.0,19441.26,7791.45,1.0,35212.8,4.0,12.97,82.52,0.0
42.0,22079.96,635.0,7655.98,7783.96,8.3,15258.68,4.0,10.24,84.94,0.0
18.0,67942.79,614.0,14616.25,10000.0,2.2,,4.0,12.83,79.67,1.0
49.0,42661.03,649.0,12804.78,10000.0,2.5,30176.13,5.0,9.07,99.55,0.0
34.0,50632.62,606.0,40027.37,10000.0,0.9,22402.97,6.0,6.69,87.07,0.0
38.0,20000.0,552.0,6133.82,5614.05,1.7,26733.04,1.0,8.87,62.42,1.0
29.0,45806.67,606.0,29745.37,10000.0,2.4,43032.78,5.0,13.76,73.81,0.0
36.0,41299.24,631.0,25118.2,9998.32,1.7,32120.93,6.0,9.02,64.76,1.0
41.0,20000.0,522.0,6740.76,4612.32,0.8,35136.14,4.0,12.1,50.47,0.0
45.0,50386.97,715.0,10092.06,10000.0,0.8,30976.7,5.0,8.21,53.1,1.0
25.0,29989.16,640.0,19034.8,8000.7,1.3,32692.95,3.0,11.87,82.74,1.0
,25976.37,744.0,7357.4,7204.71,6.5,34809.08,0.0,11.39,72.08,0.0
35.0,60964.31,536.0,10448.14,10000.0,6.9,33797.68,3.0,9.1,75.35,0.0
23.0,26711.21,593.0,39683.34,7450.4,10.0,38282.3,0.0,15.27,73.06,0.0
45.0,33692.47,535.0,17130.06,10000.0,7.3,18928.43,6.0,10.9,77.73,1.0
37.0,20000.0,697.0,14140.15,4271.93,1.3,22106.61,6.0,11.98,76.77,0.0
59.0,30153.95,592.0,29792.87,9882.67,2.3,39961.18,5.0,7.83,82.37,0.0
54.0,20979.81,532.0,13909.43,5286.4,5.2,32430.05,5.0,7.4,77.06,0.0
29.0,42228.47,664.0,2656.9,9008.94,1.9,35362.91,5.0,5.41,77.57,1.0
46.0,39008.09,718.0,35392.86,10000.0,0.9,10919.98,5.0,10.82,95.02,1.0
44.0,72891.5,707.0,31440.11,10000.0,1.1,28699.4,4.0,17.01,65.86,1.0
23.0,81421.07,624.0,44881.48,10000.0,3.6,22632.3,3.0,7.75,83.28,0.0
38.0,60158.37,582.0,2514.76,10000.0,1.8,35483.2,0.0,14.85,79.11,1.0
20.0,91835.27,668.0,19803.6,10000.0,1.5,26636.13,2.0,14.88,86.94,0.0
58.0,20137.02,664.0,35072.97,4941.1,4.9,37608.47,1.0,12.18,85.82,0.0
30.0,67829.5,543.0,19758.41,10000.0,2.9,42302.22,2.0,10.21,44.15,1.0
45.0,29551.5,723.0,33064.45,10000.0,1.5,,6.0,13.55,67.49,1.0
32.0,108233.73,696.0,16290.28,10000.0,1.8,27604.98,7.0,15.35,82.8,0.0
49.0,25189.54,801.0,25739.62,10000.0,1.1,33631.16,3.0,12.93,51.66,0.0
26.0,99472.6,753.0,19042.07,10000.0,2.8,30866.98,7.0,13.07,82.87,0.0
27.0,46775.76,766.0,33521.55,10000.0,7.8,46406.15,5.0,21.46,63.15,0.0
33.0,41004.66,483.0,33297.24,10000.0,13.7,22253.85,7.0,6.93,72.93,0.0
40.0,20000.0,710.0,5976.25,6668.22,0.3,26797.02,1.0,16.93,85.41,0.0
45.0,23582.34,648.0,25270.25,4727.68,0.5,35925.67,2.0,3.89,70.55,1.0
23.0,28448.85,701.0,25339.46,9990.72,0.7,31986.8,4.0,11.76,71.31,1.0
38.0,28554.88,706.0,17234.61,9956.15,17.5,15763.17,4.0,6.44,91.75,0.0
36.0,25865.84,625.0,13282.65,8195.61,9.9,38021.28,0.0,14.59,58.76,0.0
51.0,20423.13,423.0,12859.29,7724.78,,27784.87,2.0,11.93,69.67,0.0
43.0,40230.45,711.0,761.7,10000.0,5.1,25849.0,3.0,14.1,100.0,0.0
42.0,34469.45,681.0,13929.14,7462.94,3.2,31948.42,6.0,8.94,83.1,0.0
37.0,75440.38,686.0,39429.81,10000.0,4.2,32792.68,6.0,9.15,84.78,1.0
43.0,22118.1,599.0,27839.92,5424.09,0.6,40539.86,1.0,13.72,69.43,1.0
41.0,20000.0,638.0,18310.84,5577.92,1.4,9925.43,4.0,10.83,75.42,1.0
18.0,49852.83,594.0,50180.12,10000.0,7.4,27756.81,2.0,14.58,81.2,1.0
57.0,64201.24,619.0,,10000.0,1.8,32215.58,0.0,15.7,64.52,1.0
40.0,48910.41,603.0,23017.46,10000.0,0.4,22211.63,3.0,16.05,93.29,1.0
56.0,35195.74,669.0,20586.36,8356.43,1.6,32318.42,6.0,15.44,68.34,1.0
35.0,79173.32,528.0,49444.63,10000.0,1.6,11099.9,0.0,10.64,64.4,1.0
42.0,26800.53,639.0,39366.87,10000.0,2.7,19044.81,4.0,9.36,100.0,0.0
40.0,25144.63,782.0,21354.08,10000.0,5.8,42718.92,4.0,11.67,74.18,0.0
40.0,35314.18,677.0,38369.56,10000.0,3.7,46383.6,1.0,13.14,84.67,1.0
,20000.0,440.0,30825.64,6392.89,1.2,32435.3,6.0,11.82,96.92,0.0
37.0,37913.23,590.0,39852.49,10000.0,3.4,25225.89,0.0,10.05,81.26,1.0
18.0,36549.19,688.0,20970.31,10000.0,1.3,37938.18,2.0,11.11,76.3,0.0
38.0,59467.68,593.0,1857.95,10000.0,1.2,20337.54,2.0,11.47,87.37,1.0
35.0,36147.23,675.0,52201.12,,2.6,24907.87,1.0,9.46,71.23,1.0
31.0,28584.52,679.0,60236.14,6926.15,1.3,29368.77,7.0,13.19,83.95,1.0
34.0,69012.84,456.0,10803.95,10000.0,6.0,14343.52,3.0,3.0,88.57,1.0
28.0,41020.56,563.0,10216.91,9180.57,2.2,23736.85,3.0,13.48,37.18,1.0
33.0,23660.78,560.0,21154.89,6565.11,4.4,11406.63,4.0,12.14,88.38,0.0
18.0,91887.82,611.0,29866.88,10000.0,0.2,38447.74,0.0,11.98,97.68,1.0
45.0,20000.0,692.0,53032.27,5560.1,2.6,30085.56,6.0,7.29,100.0,0.0
25.0,26757.53,690.0,1554.49,7153.24,8.4,26526.98,6.0,16.36,78.83,0.0
48.0,20000.0,721.0,16151.62,5349.47,2.1,14568.82,5.0,12.49,100.0,0.0
42.0,46466.79,,41130.15,10000.0,2.5,19083.75,0.0,12.7,95.53,0.0
29.0,,764.0,23624.41,10000.0,5.4,27132.06,2.0,14.28,75.62,0.0
18.0,35245.28,689.0,29363.46,10000.0,0.7,39294.1,1.0,11.6,72.14,1.0
38.0,20000.0,564.0,5326.98,5429.82,1.1,20334.12,5.0,11.8,85.46,1.0
51.0,103424.69,529.0,42390.72,10000.0,0.9,32032.36,4.0,10.63,82.79,1.0
34.0,77231.72,698.0,32629.13,10000.0,0.5,27915.32,6.0,15.62,57.09,1.0
30.0,21428.03,660.0,10230.18,5638.29,1.3,16343.83,3.0,9.08,90.55,0.0
48.0,20000.0,522.0,15549.63,6505.73,1.6,25354.19,6.0,12.13,53.81,0.0
52.0,46506.75,681.0,18860.37,10000.0,0.6,41279.09,1.0,12.46,74.95,1.0
27.0,35956.43,641.0,43304.24,9898.33,0.9,40363.03,1.0,10.21,93.51,0.0
26.0,84941.49,618.0,35220.43,10000.0,4.3,31994.24,4.0,13.42,70.32,1.0
36.0,,690.0,5951.05,7480.52,5.1,31918.98,4.0,17.85,95.38,1.0
21.0,26187.85,652.0,24289.44,7636.44,0.8,24392.39,0.0,5.89,80.71,0.0
48.0,32063.19,516.0,31063.19,9900.17,2.5,26759.32,0.0,13.77,90.2,
54.0,42349.07,584.0,29149.01,10000.0,1.1,50979.39,5.0,10.42,80.49,1.0
33.0,25945.6,668.0,1133.33,,0.7,31353.38,7.0,14.98,89.69,0.0
30.0,20000.0,813.0,29429.2,7265.12,2.3,31761.9,0.0,10.0,82.97,0.0
22.0,26802.86,618.0,14705.81,9209.42,2.3,35852.99,6.0,13.54,92.3,1.0
23.0,42709.22,607.0,37594.96,10000.0,0.8,20358.0,0.0,15.24,94.14,0.0
44.0,46334.99,736.0,11810.76,10000.0,1.8,38468.82,4.0,11.65,74.23,1.0
39.0,47593.63,720.0,,10000.0,0.7,5019.39,1.0,12.6,89.13,1.0
18.0,41399.89,494.0,19737.26,10000.0,7.9,19139.45,5.0,15.77,94.19,0.0
29.0,23148.95,559.0,30255.55,9177.63,2.2,25171.72,4.0,6.66,46.54,1.0
48.0,40673.91,605.0,16703.65,10000.0,6.5,27274.55,1.0,10.98,87.5,0.0
48.0,20000.0,668.0,33278.29,7422.12,0.3,22386.45,7.0,9.37,81.5,0.0
34.0,46183.24,770.0,17575.52,10000.0,6.3,32965.77,0.0,15.8,84.33,0.0
47.0,20362.33,543.0,1727.32,4489.19,6.6,48493.62,4.0,14.53,97.44,0.0
45.0,27173.35,557.0,37751.19,10000.0,2.2,33873.71,5.0,12.97,99.26,1.0
46.0,69389.64,694.0,37687.04,10000.0,1.3,37565.65,2.0,7.82,95.81,0.0
46.0,20000.0,673.0,12322.69,6756.26,1.9,14052.44,7.0,,71.33,0.0
28.0,56419.68,650.0,30931.31,10000.0,1.1,25413.61,4.0,14.57,100.0,1.0
25.0,24280.14,736.0,7545.16,10000.0,0.8,,1.0,7.25,86.19,1.0
43.0,32629.31,680.0,35357.09,7067.33,3.9,29304.68,7.0,8.44,95.87,1.0
29.0,27050.04,575.0,22331.23,8004.08,1.3,33440.54,7.0,13.05,66.53,1.0
64.0,28456.94,736.0,32446.0,10000.0,6.5,41442.93,2.0,7.84,91.46,1.0
51.0,35363.89,606.0,27520.23,10000.0,3.3,21215.26,5.0,14.23,70.44,1.0
49.0,40471.02,626.0,21717.01,10000.0,0.7,49451.95,2.0,6.54,71.03,1.0
39.0,43700.11,697.0,23492.86,10000.0,3.0,27689.31,3.0,16.18,92.59,1.0
36.0,56185.4,573.0,23809.17,10000.0,0.7,33601.64,1.0,10.39,89.83,0.0
42.0,21266.84,788.0,11555.01,4321.02,4.4,24293.6,4.0,14.56,61.56,0.0
36.0,75061.18,651.0,16053.83,10000.0,4.5,24155.45,0.0,9.75,76.68,0.0
49.0,20161.27,796.0,16504.08,9811.3,2.5,20154.66,1.0,11.98,91.76,0.0
51.0,33053.06,745.0,40322.73,8391.95,1.3,19201.58,1.0,10.16,82.94,0.0
41.0,47709.86,476.0,24878.3,10000.0,1.5,42912.74,1.0,13.27,99.65,1.0
55.0,32598.44,725.0,49526.0,9142.9,0.7,27463.24,0.0,10.96,87.34,1.0
18.0,51183.72,583.0,26017.58,10000.0,8.5,24876.26,5.0,12.17,75.36,1.0
38.0,64409.33,423.0,24750.84,10000.0,1.3,47262.27,,9.34,91.58,1.0
31.0,43396.17,751.0,14992.16,10000.0,6.0,34253.21,6.0,7.37,71.91,1.0
18.0,44054.88,717.0,14811.54,10000.0,3.4,17796.79,5.0,5.95,37.52,0.0
56.0,54556.41,660.0,21615.15,10000.0,3.8,46163.0,,7.82,79.48,1.0
47.0,20000.0,632.0,21270.76,8429.77,2.1,36234.07,2.0,14.11,100.0,0.0
30.0,31018.89,575.0,28691.25,10000.0,8.8,27167.82,3.0,10.3,72.93,1.0
59.0,52010.91,637.0,15375.0,10000.0,0.8,30355.66,6.0,13.96,55.53,0.0
28.0,46172.07,566.0,37341.74,10000.0,4.0,41058.33,6.0,14.58,83.77,1.0
